CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,target_class
630,Germany,Male,50,3,129370.91,4,1,1,47775.34,1,0
618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0,0
556,France,Male,26,4,0,1,1,0,195167.38,0,0
619,France,Female,30,7,70729.17,1,1,1,160948.87,0,0
644,France,Male,48,8,0,2,0,1,44965.54,1,0
658,Spain,Male,50,2,0,2,1,0,52137.73,0,0
598,Spain,Male,27,8,90721.52,2,1,0,109296.18,0,0
677,France,Male,27,2,0,2,1,1,20092.89,0,0
689,Spain,Female,45,0,57784.22,1,1,0,197804,1,0
591,France,Male,33,9,131765.72,1,1,0,118782.06,0,0
699,France,Male,40,7,0,1,0,1,152876.13,1,0
749,Germany,Male,47,9,110022.74,1,0,1,135655.29,1,0
709,France,Female,40,9,131569.63,1,1,1,103970.58,0,0
607,Germany,Male,61,2,164523.5,2,1,1,35786.76,0,0
650,Germany,Female,25,2,114330.95,1,1,1,25325.07,0,0
651,Spain,Female,45,10,135923.16,1,1,0,18732.84,0,0
676,France,Female,61,8,0,2,1,1,118522.73,0,0
723,France,Female,49,4,0,2,0,1,89972.25,0,0
714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0,0
759,Spain,Female,35,7,147936.42,1,1,1,106785.7,0,0
582,France,Male,29,0,0,1,1,0,142516.35,0,0
697,France,Female,34,2,126558.92,1,1,0,73334.43,0,0
610,Germany,Male,57,6,106938.11,2,0,1,186612.47,0,0
488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0,0
599,Germany,Male,46,9,123444.72,1,1,1,31368.08,1,0
781,France,Male,32,6,147107.91,1,1,1,40066.95,0,0
645,France,Male,19,9,128514.84,1,0,0,175969.19,0,0
545,France,Female,55,5,0,1,0,0,10034.77,1,0
597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0,0
561,Spain,Female,28,3,0,2,1,0,191387.76,0,0
662,France,Female,37,6,0,2,1,0,51229.17,0,0
649,Germany,Female,50,5,155393.32,1,1,1,87351.42,1,0
630,France,Female,36,2,110414.48,1,1,1,48984.95,0,0
672,Spain,Male,33,2,0,2,1,1,182738,0,0
636,Germany,Female,37,9,157098.52,1,1,1,153535.27,0,0
593,Germany,Female,38,5,85626.6,1,1,1,125079.65,0,0
545,Germany,Male,45,6,93796.42,2,1,1,162321.26,0,0
567,Spain,Female,41,1,0,2,1,0,3414.72,0,0
583,France,Male,51,6,125268.03,2,1,0,165082.25,0,0
681,France,Female,29,2,148143.84,1,1,1,52021.39,0,0
762,Spain,Male,29,10,115545.33,2,1,0,148256.43,0,0
648,Spain,Male,35,7,0,2,0,0,122899.01,0,0
644,France,Male,30,5,44928.88,1,1,1,10771.46,0,0
706,Spain,Male,29,2,0,2,1,1,18255.51,0,0
850,France,Male,35,3,162442.35,1,1,0,183566.78,0,0
484,Spain,Female,39,5,0,2,1,1,175224.12,0,0
508,Germany,Male,28,0,96213.82,2,1,0,147913.56,0,0
439,France,Female,29,6,156569.43,1,1,0,180598.66,0,0
484,Spain,Male,36,8,0,2,1,0,186136.48,0,0
803,Spain,Female,37,1,0,2,0,0,7455.2,0,0
724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1,0
640,France,Male,33,7,154575.76,1,1,0,25722.28,1,0
701,Spain,Female,35,9,0,2,0,0,170996.86,0,0
537,France,Male,37,3,0,2,1,1,20603.32,0,0
651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0,0
523,Germany,Male,41,0,119276.31,1,0,0,122284.38,1,0
717,France,Female,25,7,108664.85,2,1,0,190011.85,0,0
593,Spain,Male,44,5,0,1,1,0,128046.98,0,0
706,Germany,Male,38,5,163034.82,2,1,1,135662.17,0,0
714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1,0
794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0,0
518,Germany,Male,46,4,113625.93,1,0,0,92727.42,1,0
589,Germany,Male,55,7,119961.48,1,1,0,65156.83,1,0
824,France,Male,45,3,129209.48,1,0,0,60151.77,0,0
719,Germany,Female,42,5,137227.04,3,1,0,149097.38,1,0
617,Germany,Female,58,3,119024.75,2,1,0,35199.24,1,0
651,France,Male,35,7,74623.5,3,1,0,129451.29,1,0
637,Spain,Female,45,2,157929.45,1,1,1,145134.49,1,0
554,France,Female,26,7,92606.86,2,1,0,192709.69,0,0
731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0,0
569,Spain,Female,42,1,0,1,1,1,83629.6,1,0
625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0,0
592,France,Female,38,4,0,2,1,0,35338.96,0,0
669,France,Male,43,1,163159.85,1,0,1,15602.8,0,0
663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0,0
518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0,0
686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0,0
709,Germany,Male,45,4,122917.71,1,1,1,11.58,1,0
571,France,Female,33,9,0,2,0,1,77519.62,0,0
707,France,Female,31,2,82787.93,2,0,0,91423.69,0,0
701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0,0
672,France,Male,34,9,0,2,1,0,161800.77,0,0
620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1,0
557,Spain,Male,48,10,0,2,1,1,185094.48,0,0
648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1,0
479,France,Female,35,2,113090.4,1,1,0,195649.79,0,0
730,France,Female,22,9,65763.57,1,1,1,145792.01,0,0
737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1,0
616,France,Male,31,3,94263.91,2,1,0,168895.06,0,0
639,Spain,Male,29,4,133434.57,2,1,0,97983.44,0,0
815,Spain,Female,39,6,0,1,1,1,85167.88,0,0
786,Spain,Male,31,9,0,2,1,1,18210.36,0,0
549,France,Male,50,9,94748.76,2,0,1,13608.18,0,0
622,France,Female,38,4,98640.74,1,1,1,110457.99,0,0
624,France,Male,26,9,74681.9,2,0,0,31231.35,0,0
841,France,Male,34,4,0,2,1,0,141582.66,0,0
614,Spain,Female,41,7,179915.85,1,0,0,14666.35,1,0
676,France,Male,30,1,128207.23,1,1,1,55400.17,0,0
697,France,Male,42,9,132739.26,2,0,0,174667.65,0,0
732,France,Female,40,10,0,2,1,0,154189.08,0,0
623,France,Male,27,4,120509.81,1,0,0,142170.44,0,0
541,France,Male,46,4,124547.13,2,1,0,94499.06,0,0
773,Spain,Female,39,4,0,2,0,1,182081.45,0,0
762,Germany,Male,34,4,88815.56,2,1,0,68562.26,1,0
655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0,0
602,Germany,Male,32,7,184715.86,2,1,0,113781.99,0,0
850,France,Male,31,3,0,2,1,0,121866.87,0,0
649,Spain,Male,51,4,0,1,1,1,150390.57,0,0
850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1,0
543,France,Male,43,9,0,2,1,1,78858.07,0,0
672,France,Male,52,8,170008.84,1,0,0,56407.42,1,0
600,France,Female,27,3,0,2,0,1,125698.97,0,0
671,Spain,Female,34,10,0,1,1,0,23235.38,0,0
706,Spain,Female,42,8,95386.82,1,1,1,75732.25,0,0
541,Germany,Male,51,7,90373.28,2,1,0,179861.79,0,0
711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0,0
630,Spain,Male,30,3,0,2,0,1,10486.69,0,0
531,France,Male,31,3,96288.26,1,1,0,56794.73,0,0
641,France,Female,26,4,91547.84,2,0,1,28157.34,0,0
631,Germany,Male,37,8,138292.64,2,0,0,152422.91,1,0
685,France,Male,35,9,0,1,1,0,167033.83,0,0
702,Spain,Male,32,8,71667.74,1,1,1,126082.18,0,0
708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1,0
653,Spain,Male,55,7,0,2,1,1,41967.03,0,0
654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0,0
596,France,Female,33,1,138162.81,1,1,0,85412.54,0,0
549,Germany,Female,31,9,135020.21,2,1,1,23343.18,0,0
754,France,Male,38,2,0,2,1,0,180698.32,0,0
815,Germany,Female,25,8,135161.67,1,1,1,136071.05,0,0
556,France,Female,52,9,0,1,1,0,175149.2,1,0
706,France,Male,32,6,94486.47,1,1,1,146949.74,0,0
850,France,Male,46,9,117640.39,1,1,0,88920.68,0,0
732,Spain,Female,33,8,111379.55,1,1,1,45098.62,0,0
614,France,Male,40,6,0,1,1,1,20339.79,1,0
580,Spain,Female,57,0,136820.99,1,0,1,108528.74,0,0
593,France,Female,46,7,98752.51,1,1,0,145560.38,0,0
653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0,0
746,France,Female,29,4,105599.67,1,1,1,43106.17,0,0
662,France,Female,29,10,0,2,1,0,137508.31,0,0
573,France,Male,31,2,0,2,1,1,91957.39,0,0
684,Spain,Female,39,4,139723.9,1,1,1,120612.11,0,0
793,France,Female,41,3,141806.46,1,1,0,102921.17,0,0
798,Germany,Female,49,5,132571.67,1,1,1,31686.33,1,0
524,France,Male,40,2,180516.9,1,1,0,180002.42,0,0
816,France,Male,31,8,0,2,1,1,28407.4,0,0
742,Germany,Female,41,4,92805.72,1,0,1,73743.95,1,0
540,France,Male,22,4,0,3,1,1,186233.26,1,0
537,Germany,Male,39,3,135309.36,1,1,0,31728.86,1,0
759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0,0
774,France,Female,52,2,56580.93,1,1,0,113266.28,1,0
608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0,0
704,Spain,Male,37,4,0,2,0,0,25684.93,0,0
581,France,Male,41,8,0,2,0,0,29737.14,0,0
628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1,0
566,France,Female,42,6,0,1,1,0,180702.12,1,0
701,Spain,Male,59,7,0,2,0,1,27597.59,0,0
735,Spain,Male,29,10,0,2,1,1,95025.27,0,0
680,France,Female,34,1,0,2,1,0,167035.07,0,0
560,France,Male,57,0,0,2,0,1,116781.71,0,0
663,Germany,Female,29,4,102714.65,2,0,0,21170.81,0,0
665,France,Female,34,5,67816.72,1,1,1,29641.58,0,0
758,France,Male,51,8,81710.46,1,1,1,116520.07,0,0
621,France,Male,26,2,75237.54,1,0,1,44220.4,0,0
764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0,0
537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1,0
589,France,Female,46,10,107238.85,2,1,0,37024.28,0,0
555,France,Male,24,5,0,2,1,0,27513.47,0,0
734,France,Female,29,0,139994.66,1,1,0,17744.72,0,0
783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0,0
678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1,0
661,France,Male,47,5,0,1,0,1,107243.31,1,0
607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0,0
537,Spain,Female,38,1,0,2,0,1,41233.97,0,0
513,Spain,Male,88,10,0,2,1,1,52952.24,0,0
576,France,Male,63,9,70655.48,1,0,0,78955.8,1,0
660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1,0
637,France,Male,40,8,125470.81,1,1,1,174536.17,0,0
672,France,Female,53,9,169406.33,4,1,1,147311.47,1,0
629,France,Male,32,2,0,2,0,1,77965.44,0,0
583,Germany,Male,40,4,107041.3,1,1,1,5635.63,0,0
763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0,0
516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0,0
617,France,Female,27,4,0,2,0,0,190269.21,0,0
700,France,Male,38,9,65962.63,1,1,1,100950.48,0,0
727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1,0
689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0,0
626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0,0
686,France,Male,38,6,149238.97,1,1,1,97825.23,0,0
351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1,0
739,France,Female,37,8,0,2,1,0,191557.1,1,0
627,France,Male,32,10,0,2,1,0,103287.62,0,0
451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0,0
512,France,Female,41,8,145150.28,1,1,0,64869.32,1,0
774,France,Female,41,5,126670.37,1,1,0,102426.06,0,0
652,France,Female,40,8,84390.8,2,0,1,107876.2,0,0
638,Germany,Male,37,2,89728.86,2,1,1,37294.88,0,0
475,France,Female,57,1,0,2,1,0,89248.99,0,0
567,Spain,Male,40,4,118628.8,1,0,0,91973.63,0,0
750,France,Male,37,3,0,2,1,0,16870.2,0,0
850,France,Male,39,6,96863.13,1,1,1,121681.19,0,0
753,France,Female,38,6,142263.45,1,0,1,33730.43,0,0
683,Spain,Female,36,7,0,2,1,0,104786.59,0,0
710,France,Female,32,3,0,1,1,0,94790.34,0,0
645,Spain,Female,21,1,0,2,0,0,28726.07,0,0
714,France,Male,28,6,122724.37,1,1,1,67057.27,0,0
696,Germany,Female,35,4,174902.26,1,1,0,69079.85,0,0
612,Spain,Female,26,4,0,2,1,1,179780.74,0,0
520,Germany,Female,31,3,108914.17,1,1,1,183572.39,1,0
782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0,0
666,France,Male,46,5,123873.19,1,1,1,177844.06,0,0
466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1,0
567,France,Female,45,4,0,2,0,1,121053.19,0,0
613,France,Male,20,3,0,2,1,1,149613.77,0,0
718,France,Male,37,8,0,2,1,1,142.81,0,0
614,France,Female,37,8,75150.34,4,0,1,131766.67,1,0
711,France,Male,38,10,0,2,0,0,53311.78,0,0
691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0,0
527,France,Male,32,0,0,1,1,0,109523.88,0,0
476,France,Female,32,6,111871.93,1,0,0,112132.86,0,0
619,Spain,Female,45,0,0,2,0,0,113645.4,0,0
607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0,0
695,Spain,Male,44,8,0,2,1,1,70974.13,0,0
653,France,Male,33,1,0,2,0,0,53379.52,0,0
677,France,Male,46,2,57037.74,1,1,1,158531.01,0,0
655,France,Female,50,10,0,4,1,0,179267.94,1,0
625,France,Female,52,2,79468.96,1,1,1,84606.03,0,0
679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0,0
734,France,Male,51,1,118537.47,1,1,1,116912.45,0,0
666,France,Male,39,10,0,2,1,0,102999.33,0,0
592,Germany,Female,26,4,105082.07,2,1,0,132801.57,0,0
564,France,Male,40,4,0,1,1,0,85455.62,1,0
814,France,Female,36,6,0,2,1,1,98657.01,0,0
592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0,0
758,France,Female,50,2,95813.76,3,1,1,67944.09,1,0
612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0,0
498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1,0
638,Germany,Male,25,4,148045.45,2,1,1,114722.42,0,0
558,France,Male,35,1,0,2,0,0,111687.57,0,0
756,France,Female,24,1,0,2,1,0,184182.25,0,0
782,Spain,Male,52,4,0,1,1,1,52759.82,1,0
505,France,Male,34,10,104498.79,1,0,1,126451.14,0,0
671,Spain,Female,29,6,0,2,0,0,12048.67,0,0
801,France,Male,42,6,0,2,1,1,95804.33,0,0
604,France,Male,26,8,149542.52,2,0,1,197911.52,0,0
716,France,Female,29,10,87946.39,1,1,1,182531.74,0,0
624,France,Female,45,3,68639.57,1,1,0,168002.31,1,0
607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0,0
827,France,Female,60,2,0,2,0,1,60615.83,0,0
606,France,Male,61,5,108166.09,2,0,1,8643.21,0,0
717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0,0
651,Germany,Male,40,1,134760.21,2,0,0,174434.06,1,0
691,France,Male,58,3,0,1,0,1,194930.3,1,0
573,France,Female,33,0,90124.64,1,1,0,137476.71,0,0
723,Spain,Male,38,6,0,2,1,1,94415.6,0,0
584,Germany,Female,46,6,87361.02,2,1,0,120376.87,1,0
550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1,0
611,France,Female,61,3,131583.59,4,0,1,66238.23,1,0
549,Germany,Male,41,9,95020.8,3,1,1,131710.59,1,0
850,Spain,Female,24,1,0,2,0,1,69052.87,0,0
668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0,0
686,France,Female,43,0,0,1,1,1,170072.9,0,0
660,France,Male,50,1,0,3,1,1,191849.15,1,0
682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0,0
524,France,Male,50,4,0,2,1,1,31840.59,1,0
645,France,Female,36,8,0,2,1,1,12096.61,1,0
850,France,Male,42,0,0,2,1,0,44165.84,0,0
537,France,Female,53,3,0,1,1,1,91406.62,0,0
599,Spain,Female,46,7,81742.84,2,1,0,83282.21,0,0
727,Spain,Male,71,8,0,1,1,1,198446.91,1,0
756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0,0
755,France,Male,38,9,148912.44,1,1,0,80416.16,0,0
634,Spain,Female,41,4,0,2,1,1,164549.74,0,0
837,France,Male,26,4,89900.24,2,1,0,175477.03,0,0
727,Germany,Female,30,8,119027.28,2,1,1,137903.54,0,0
567,Germany,Female,40,2,105222.86,2,1,0,93795.86,0,0
650,Spain,Female,30,6,0,1,0,0,67997.13,1,0
655,Spain,Male,34,1,116114.93,1,1,1,49492.15,0,0
763,France,Female,58,9,187911.55,1,0,1,35825.18,0,0
843,France,Female,27,5,0,2,1,1,67494.23,0,0
667,France,Female,38,6,144432.04,1,1,1,73963.17,1,0
705,France,Female,50,4,77065.9,2,0,1,145159.26,0,0
660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0,0
553,France,Male,42,1,0,2,0,0,23822.04,0,0
612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1,0
641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0,0
513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0,0
680,France,Male,44,7,108724.98,1,0,1,72330.46,0,0
711,France,Male,58,9,91285.13,2,1,1,26767.85,0,0
689,Spain,Male,40,2,0,2,1,1,164768.82,0,0
665,Germany,Female,51,9,110610.41,2,0,1,1112.76,1,0
551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1,0
645,Spain,Male,36,4,59893.85,2,1,0,43999.64,0,0
616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0,0
582,France,Female,32,1,116409.55,1,0,1,152790.92,0,0
365,Germany,Male,30,0,127760.07,1,1,0,81537.85,1,0
697,Germany,Female,38,6,132591.36,1,1,1,7387.8,1,0
704,France,Male,31,0,0,2,1,0,183038.33,0,0
656,France,Female,46,5,113402.14,2,1,1,138849.06,0,0
712,France,Female,31,7,0,2,1,0,170333.38,0,0
748,France,Male,40,0,0,1,0,0,60416.76,0,0
724,France,Male,28,9,0,2,1,1,100240.2,0,0
691,France,Male,50,6,136953.47,1,1,1,2704.98,0,0
563,France,Male,33,8,0,2,0,1,68815.05,0,0
741,France,Male,32,5,0,1,1,1,64839.23,0,0
778,France,Male,44,8,123863.64,1,1,0,144494.94,0,0
848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0,0
634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0,0
505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0,0
692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0,0
537,Germany,Female,47,6,103163.35,1,1,0,16259.64,1,0
633,France,Male,29,10,130206.28,1,1,0,184654.87,0,0
833,France,Female,28,4,136674.51,2,0,0,5278.78,0,0
592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0,0
587,Spain,Male,48,1,0,2,1,1,8908,0,0
550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0,0
680,France,Female,24,10,0,3,1,0,154971.63,1,0
622,Spain,Female,41,9,0,2,1,1,155786.39,0,0
594,Germany,Male,28,0,142574.71,2,1,0,129084.82,0,0
643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0,0
540,France,Male,25,5,116160.23,1,1,0,13411.67,0,0
635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0,0
657,France,Male,32,3,118829.03,2,1,1,73127.61,0,0
814,France,Male,31,1,118870.92,1,1,0,101704.19,0,0
600,France,Male,32,1,0,1,1,1,101986.16,0,0
682,France,Female,46,2,0,1,1,1,114442.66,0,0
682,France,Male,38,4,107192.38,1,1,1,15669.17,0,0
566,France,Male,42,3,108010.78,1,1,1,157486.1,0,0
550,Spain,Male,34,3,0,2,0,0,131281.28,0,0
630,France,Male,26,7,129837.72,2,0,1,197001.15,0,0
546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1,0
486,France,Male,63,9,97009.15,1,1,1,85101,0,0
762,Spain,Male,35,9,122929.42,2,0,0,149822.04,0,0
692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1,0
498,France,Female,30,1,0,2,0,0,135795.53,0,0
850,Spain,Male,49,8,0,1,0,0,25867.67,1,0
603,France,Male,35,6,128993.76,2,1,0,130483.56,0,0
551,France,Female,36,5,0,1,1,0,183479.12,0,0
627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0,0
515,France,Female,28,9,0,2,0,0,94141.75,0,0
605,Spain,Female,29,3,116805.82,1,0,0,4092.75,0,0
567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0,0
568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0,0
571,Germany,Male,25,6,82506.72,2,1,0,167705.07,0,0
634,Germany,Male,48,2,107247.69,1,1,1,103712.05,1,0
768,Spain,Female,42,3,0,1,0,0,161242.99,1,0
554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0,0
629,France,Male,35,1,172170.36,1,1,1,159777.37,0,0
638,Spain,Male,48,2,0,2,1,1,7919.08,0,0
576,France,Male,41,1,0,1,1,1,188274.6,0,0
661,Spain,Female,42,9,75361.44,1,1,0,27608.12,1,0
592,France,Female,27,4,0,2,1,1,183569.25,0,0
702,Spain,Male,30,2,0,2,1,1,145537.32,0,0
647,France,Female,29,0,98263.46,2,1,0,164717.95,0,0
593,France,Male,43,9,0,2,1,1,76357.43,0,0
712,Germany,Female,40,3,109308.79,2,1,0,120158.72,1,0
625,Spain,Female,31,8,0,2,1,0,151843.54,0,0
538,Germany,Female,28,6,164365.44,1,0,1,5698.97,0,0
637,Spain,Female,22,5,98800,1,1,0,122865.55,0,0
632,France,Male,27,4,193125.85,1,1,1,152665.85,0,0
736,France,Male,27,5,51522.75,1,0,1,192131.77,0,0
755,France,Male,23,5,84284.48,2,1,1,62851.6,0,0
425,Spain,Female,39,5,0,2,1,0,140941.47,0,0
461,France,Male,51,9,119889.84,1,0,0,56767.67,1,0
745,France,Male,21,4,137910.45,1,1,1,177235.23,0,0
616,France,Female,37,6,0,2,1,0,86242.18,0,0
587,France,Male,33,5,100116.82,1,1,0,34215.58,0,0
850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0,0
601,France,Female,38,0,0,2,1,0,165196.65,0,0
730,Spain,Male,26,3,0,1,1,0,34542.41,0,0
532,France,Male,44,3,148595.55,1,1,0,74838.64,1,0
850,Germany,Male,53,2,94078.97,2,1,0,36980.54,0,0
779,Spain,Female,34,5,0,2,0,1,111676.63,0,0
562,France,Male,29,9,0,1,1,1,25858.68,0,0
670,Germany,Male,40,2,164948.98,3,0,0,177028,1,0
729,France,Female,62,4,140549.4,1,1,0,30990.16,1,0
767,France,Female,44,2,152509.25,1,1,1,136915.15,0,0
742,France,Female,28,2,191864.51,1,1,0,108457.99,1,0
669,France,Female,44,8,96418.09,1,0,0,131609.48,1,0
542,Spain,Male,32,2,131945.94,1,0,1,159737.56,0,0
586,France,Male,29,3,0,2,1,1,142238.54,0,0
612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1,0
740,France,Female,37,7,0,2,1,1,194270.91,0,0
584,France,Male,35,3,146311.58,1,1,1,105443.47,0,0
524,France,Male,52,2,87894.26,1,1,0,173899.42,1,0
614,France,Female,19,5,97445.49,2,1,0,122823.34,0,0
598,France,Female,64,9,0,1,0,1,13181.37,1,0
799,Spain,Male,35,7,0,2,0,1,140780.8,0,0
724,France,Male,34,2,154485.74,2,0,0,78560.64,0,0
601,France,Male,50,2,115625.07,1,1,0,185855.21,0,0
804,France,Male,25,7,108396.67,1,1,0,128276.95,0,0
745,Germany,Male,38,5,65095.41,2,1,1,140197.42,0,0
667,Germany,Male,43,1,103018.45,1,1,0,32462.39,1,0
518,France,Female,38,10,84764.79,1,1,1,162253.9,0,0
819,France,Female,38,10,0,2,1,0,30498.7,0,0
520,Spain,Female,35,4,115680.81,1,1,1,90280.7,0,0
625,France,Female,39,5,0,2,1,0,32615.21,0,0
673,Germany,Male,36,5,73088.06,2,0,0,196142.26,0,0
656,Germany,Female,27,3,150905.03,2,1,0,16998.72,0,0
850,Spain,Female,23,9,143054.85,1,0,1,62980.96,0,0
574,Spain,Female,28,7,0,2,0,0,185660.3,0,0
679,France,Male,60,6,0,2,1,1,77331.77,0,0
530,Germany,Female,42,0,99948.45,1,0,1,97338.62,0,0
508,France,Male,44,3,115451.05,2,0,0,67234.33,0,0
558,Germany,Male,32,4,108235.91,1,1,1,143783.28,0,0
414,France,Male,38,8,0,1,0,1,77661.12,1,0
648,Spain,Male,42,2,98795.61,2,1,0,89123.99,0,0
721,France,Female,37,1,0,2,1,0,70810.8,0,0
751,France,Male,31,8,0,2,0,0,17550.49,0,0
662,France,Male,34,2,0,2,0,1,21497.27,0,0
628,Germany,Male,29,3,113146.98,2,0,1,124749.08,0,0
597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1,0
698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0,0
723,France,Male,48,7,0,2,1,1,150694.58,0,0
586,France,Female,28,5,0,3,1,0,170487.4,1,0
633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0,0
564,France,Male,31,4,0,2,1,0,53520.03,0,0
649,France,Female,31,2,0,2,1,0,15200.61,0,0
622,France,Female,30,4,107879.04,1,0,1,196894.62,0,0
459,Germany,Male,46,7,110356.42,1,1,0,4969.13,1,0
718,France,Male,27,2,0,2,0,0,26229.24,0,0
655,Spain,Female,34,4,109783.69,2,1,0,134034.32,0,0
696,France,Male,22,9,149777,1,1,1,198032.93,0,0
637,France,Female,38,3,104339.56,1,0,0,119882.86,0,0
630,Spain,Female,21,1,85818.18,1,1,1,133102.3,0,0
592,France,Male,37,4,212692.97,1,0,0,176395.02,0,0
634,Germany,Male,37,1,89696.84,2,1,1,193179.88,0,0
608,France,Female,28,9,0,2,1,1,125062.02,0,0
565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0,0
763,Spain,Male,67,9,148564.66,1,0,1,87236.4,0,0
665,France,Female,55,8,136354.16,1,1,1,93769.89,0,0
649,France,Male,38,1,122214,1,0,1,88965.46,0,0
695,France,Male,45,3,0,2,1,1,30793.61,0,0
775,Germany,Male,70,6,119684.88,2,1,1,74532.02,0,0
788,France,Female,39,3,135139.33,1,0,1,113086.08,0,0
569,Germany,Female,42,9,146100.75,1,1,0,32574.01,1,0
726,Spain,Female,56,8,123110.9,3,0,1,130113.78,1,0
564,Germany,Female,44,3,111760.4,3,1,1,104722.47,1,0
544,France,Female,32,9,110728.39,1,1,1,14559.62,0,0
614,France,Female,41,8,121558.46,1,1,1,598.8,0,0
453,Germany,Female,38,8,120623.21,1,1,0,129697.99,0,0
471,France,Female,58,4,114713.57,1,1,1,36315.03,0,0
829,Germany,Female,37,3,103457.76,1,0,0,1114.12,0,0
754,Germany,Male,57,2,101134.87,2,1,1,70954.41,0,0
749,Germany,Male,46,10,78136.36,2,1,1,73470.98,0,0
667,France,Male,23,1,0,2,1,0,91573.19,0,0
670,Spain,Male,30,3,133446.34,1,0,0,3154.95,0,0
670,France,Female,33,7,0,2,1,1,88187.81,0,0
623,Germany,Female,48,1,108076.33,1,1,0,118855.26,1,0
571,France,Male,32,5,131354.25,1,1,0,125256.53,0,0
